"","orig.ident","nCount_RNA","nFeature_RNA","uniqueID","embryo","pos","z","x_global","y_global","x_global_affine","y_global_affine","embryo_pos","embryo_pos_z","Area","UMAP1","UMAP2","celltype_mapped_refined"
"embryo1_Pos10_cell194_z2","embryo1",162,79,"embryo1_Pos10_cell194_z2","embryo1","Pos10",2,1569.18659289723,1404.17054426166,-0.840484795618757,-1.07612704586527,"embryo1_Pos10","embryo1_Pos10_2",5680,0.172765843260654,-0.217190098035309,"Neural crest"
"embryo1_Pos10_cell195_z2","embryo1",480,169,"embryo1_Pos10_cell195_z2","embryo1","Pos10",2,1569.87878168846,1399.89629753268,-0.818156124933928,-1.21400597260652,"embryo1_Pos10","embryo1_Pos10_2",12544,3.13170933499827,0.123924593002765,"Surface ectoderm"
"embryo1_Pos10_cell196_z2","embryo1",489,168,"embryo1_Pos10_cell196_z2","embryo1","Pos10",2,1569.88266414958,1398.61838767665,-0.818030884252465,-1.25522887118823,"embryo1_Pos10","embryo1_Pos10_2",12560,2.99766246610172,0.171465753772616,"Surface ectoderm"
"embryo1_Pos10_cell197_z2","embryo1",340,141,"embryo1_Pos10_cell197_z2","embryo1","Pos10",2,1569.70441723477,1418.56642335539,-0.823780784730175,-0.611743849293326,"embryo1_Pos10","embryo1_Pos10_2",10048,-1.04717530380956,-1.85022680706561,"Neural crest"
"embryo1_Pos10_cell198_z2","embryo1",163,97,"embryo1_Pos10_cell198_z2","embryo1","Pos10",2,1569.44966238296,1401.62459246565,-0.831998683175613,-1.15825452315606,"embryo1_Pos10","embryo1_Pos10_2",4112,0.0317576990881001,-0.932257208838386,"Neural crest"
"embryo1_Pos10_cell199_z2","embryo1",87,55,"embryo1_Pos10_cell199_z2","embryo1","Pos10",2,1569.63390512935,1420.59910908683,-0.826055368775933,-0.546173341827519,"embryo1_Pos10","embryo1_Pos10_2",3904,3.21194398919066,0.121114263080251,"Surface ectoderm"
"embryo1_Pos10_cell2_z2","embryo1",119,73,"embryo1_Pos10_cell2_z2","embryo1","Pos10",2,1552.2817691496,1403.55817001167,-1.38580169070334,-1.09588105392946,"embryo1_Pos10","embryo1_Pos10_2",2784,3.40833967069393,0.605323188650203,"Gut tube"
"embryo1_Pos10_cell200_z2","embryo1",228,99,"embryo1_Pos10_cell200_z2","embryo1","Pos10",2,1569.82053910311,1406.09684537084,-0.820034918009526,-1.01398830040812,"embryo1_Pos10","embryo1_Pos10_2",8464,-0.217528217311401,-1.41155454349993,"Neural crest"
"embryo1_Pos10_cell201_z2","embryo1",275,130,"embryo1_Pos10_cell201_z2","embryo1","Pos10",2,1569.9848693544,1403.03651542094,-0.814733942161567,-1.11270862137242,"embryo1_Pos10","embryo1_Pos10_2",6432,-0.258423755325431,-1.54968754082658,"Neural crest"
"embryo1_Pos10_cell202_z2","embryo1",220,104,"embryo1_Pos10_cell202_z2","embryo1","Pos10",2,1569.9139117697,1413.71466471354,-0.817022896506685,-0.768252192578885,"embryo1_Pos10","embryo1_Pos10_2",5520,-0.0470423463518866,-1.75629750352548,"Neural crest"
"embryo1_Pos10_cell203_z2","embryo1",247,109,"embryo1_Pos10_cell203_z2","embryo1","Pos10",2,1569.97634237321,1410.14124935963,-0.815009006071016,-0.883523655608265,"embryo1_Pos10","embryo1_Pos10_2",7808,-0.0826938522964422,-1.55369911588806,"Neural crest"
"embryo1_Pos10_cell204_z2","embryo1",304,125,"embryo1_Pos10_cell204_z2","embryo1","Pos10",2,1570.20059618538,1415.90457417052,-0.807775012130008,-0.697609952031044,"embryo1_Pos10","embryo1_Pos10_2",10368,-0.346863696021669,-1.54186423934255,"Neural crest"
"embryo1_Pos10_cell205_z2","embryo1",567,178,"embryo1_Pos10_cell205_z2","embryo1","Pos10",2,1570.68098820949,1404.83982362719,-0.792278495223279,-1.05453738891288,"embryo1_Pos10","embryo1_Pos10_2",16112,-0.0558043071477963,-1.11356414522416,"Neural crest"
"embryo1_Pos10_cell206_z2","embryo1",306,141,"embryo1_Pos10_cell206_z2","embryo1","Pos10",2,1570.470837127,1414.59626666765,-0.799057562400364,-0.739813419865861,"embryo1_Pos10","embryo1_Pos10_2",8512,-0.606995950428019,-1.80106474282814,"Neural crest"
"embryo1_Pos10_cell207_z2","embryo1",333,153,"embryo1_Pos10_cell207_z2","embryo1","Pos10",2,1570.68615573182,1421.52121631856,-0.792111800954345,-0.516427947255764,"embryo1_Pos10","embryo1_Pos10_2",7840,3.4181611517681,-0.413706708985218,"Surface ectoderm"
"embryo1_Pos10_cell208_z2","embryo1",319,143,"embryo1_Pos10_cell208_z2","embryo1","Pos10",2,1570.65632285872,1417.6064286956,-0.793074151699606,-0.64271141896414,"embryo1_Pos10","embryo1_Pos10_2",12224,-0.501115295996341,-1.20371352539144,"Neural crest"
"embryo1_Pos10_cell209_z2","embryo1",268,129,"embryo1_Pos10_cell209_z2","embryo1","Pos10",2,1570.4389087959,1420.25689198535,-0.800087508564715,-0.557212603165787,"embryo1_Pos10","embryo1_Pos10_2",8224,3.28676670138943,-0.137932276242592,"Surface ectoderm"
"embryo1_Pos10_cell21_z2","embryo1",145,94,"embryo1_Pos10_cell21_z2","embryo1","Pos10",2,1553.94809570313,1403.39646809896,-1.33204922123495,-1.10109724466222,"embryo1_Pos10","embryo1_Pos10_2",3840,2.79854836433018,0.703623093826906,"Gut tube"
"embryo1_Pos10_cell210_z2","embryo1",343,140,"embryo1_Pos10_cell210_z2","embryo1","Pos10",2,1570.55522213706,1408.36584009098,-0.796335465301404,-0.94079492233891,"embryo1_Pos10","embryo1_Pos10_2",10112,0.00935874884102095,-0.737350117323463,"Neural crest"
"embryo1_Pos10_cell212_z2","embryo1",136,85,"embryo1_Pos10_cell212_z2","embryo1","Pos10",2,1570.44812825521,1400.65178855613,-0.799790106651621,-1.18963529443074,"embryo1_Pos10","embryo1_Pos10_2",4320,3.06927336477704,0.267022500145142,"Surface ectoderm"
"embryo1_Pos10_cell213_z2","embryo1",340,145,"embryo1_Pos10_cell213_z2","embryo1","Pos10",2,1570.70467328422,1412.07928595563,-0.791514460554566,-0.821006346059903,"embryo1_Pos10","embryo1_Pos10_2",11376,-0.383471226037287,-1.58617947870685,"Neural crest"
"embryo1_Pos10_cell214_z2","embryo1",143,83,"embryo1_Pos10_cell214_z2","embryo1","Pos10",2,1570.50230994591,1391.30098783053,-0.798042310177259,-1.49127402751478,"embryo1_Pos10","embryo1_Pos10_2",3328,3.1593775872543,0.495609800875702,"Surface ectoderm"
"embryo1_Pos10_cell215_z2","embryo1",615,190,"embryo1_Pos10_cell215_z2","embryo1","Pos10",2,1571.073353432,1392.51013071603,-0.779621552561402,-1.45226941830519,"embryo1_Pos10","embryo1_Pos10_2",10464,3.23321715700359,0.420750091959735,"Surface ectoderm"
"embryo1_Pos10_cell216_z2","embryo1",228,117,"embryo1_Pos10_cell216_z2","embryo1","Pos10",2,1570.49561218822,1401.62882337658,-0.798258366877157,-1.1581180421584,"embryo1_Pos10","embryo1_Pos10_2",6976,3.08111674447349,0.357674446107265,"Surface ectoderm"
"embryo1_Pos10_cell217_z2","embryo1",281,118,"embryo1_Pos10_cell217_z2","embryo1","Pos10",2,1570.81994271976,1395.39084344161,-0.787796091666237,-1.35934320135082,"embryo1_Pos10","embryo1_Pos10_2",5472,2.78363523137252,0.38867748735131,"Surface ectoderm"
"embryo1_Pos10_cell218_z2","embryo1",192,96,"embryo1_Pos10_cell218_z2","embryo1","Pos10",2,1570.74282779334,1407.14921291519,-0.790283669937779,-0.980040960267566,"embryo1_Pos10","embryo1_Pos10_2",5088,-0.232799530022456,-1.53261353015785,"Neural crest"
"embryo1_Pos10_cell219_z2","embryo1",450,171,"embryo1_Pos10_cell219_z2","embryo1","Pos10",2,1571.05234014393,1394.3242923333,-0.780299400563791,-1.39374807581243,"embryo1_Pos10","embryo1_Pos10_2",8016,3.01572698850317,0.249914796259421,"Surface ectoderm"
"embryo1_Pos10_cell22_z2","embryo1",336,166,"embryo1_Pos10_cell22_z2","embryo1","Pos10",2,1554.23485787439,1409.60592833329,-1.32279882861357,-0.900792075812845,"embryo1_Pos10","embryo1_Pos10_2",9392,-1.07093109003648,-2.06749842609932,"Neural crest"
"embryo1_Pos10_cell220_z2","embryo1",336,129,"embryo1_Pos10_cell220_z2","embryo1","Pos10",2,1570.97223920978,1410.31150022413,-0.782883301665279,-0.878031692237357,"embryo1_Pos10","embryo1_Pos10_2",9760,-0.347930777411741,-1.5485269359309,"Neural crest"
"embryo1_Pos10_cell221_z2","embryo1",209,113,"embryo1_Pos10_cell221_z2","embryo1","Pos10",2,1570.82445037059,1402.69725519164,-0.787650683574689,-1.12365249973701,"embryo1_Pos10","embryo1_Pos10_2",3744,2.21791831608923,0.701521035498101,"Surface ectoderm"
"embryo1_Pos10_cell222_z2","embryo1",1181,264,"embryo1_Pos10_cell222_z2","embryo1","Pos10",2,1571.54679350142,1397.06531622869,-0.764349292257684,-1.30532795015464,"embryo1_Pos10","embryo1_Pos10_2",22000,3.24171290979807,0.0660709015768355,"Surface ectoderm"
"embryo1_Pos10_cell223_z2","embryo1",225,106,"embryo1_Pos10_cell223_z2","embryo1","Pos10",2,1571.13044616542,1413.39278062924,-0.777779851483658,-0.778635550137032,"embryo1_Pos10","embryo1_Pos10_2",6192,-0.529703662499976,-1.27264020600049,"Neural crest"
"embryo1_Pos10_cell224_z2","embryo1",641,213,"embryo1_Pos10_cell224_z2","embryo1","Pos10",2,1571.73438577091,1419.81675091912,-0.75829792872576,-0.571410702076442,"embryo1_Pos10","embryo1_Pos10_2",17408,3.30852599677033,-0.539137450139451,"Surface ectoderm"
"embryo1_Pos10_cell225_z2","embryo1",192,105,"embryo1_Pos10_cell225_z2","embryo1","Pos10",2,1571.45341771311,1400.00527778346,-0.767361414461391,-1.21049048064608,"embryo1_Pos10","embryo1_Pos10_2",6112,2.915497793994,0.591028178524901,"Surface ectoderm"
"embryo1_Pos10_cell226_z2","embryo1",367,155,"embryo1_Pos10_cell226_z2","embryo1","Pos10",2,1571.74031241653,1403.90224150307,-0.758106746608881,-1.0847819735618,"embryo1_Pos10","embryo1_Pos10_2",9360,3.27099686602237,0.31688776249939,"Surface ectoderm"
"embryo1_Pos10_cell227_z2","embryo1",283,123,"embryo1_Pos10_cell227_z2","embryo1","Pos10",2,1571.4660116963,1406.49970422504,-0.766955156938977,-1.00099285349843,"embryo1_Pos10","embryo1_Pos10_2",6960,-0.0601403916702061,-1.1411529282551,"Neural crest"
"embryo1_Pos10_cell228_z2","embryo1",341,157,"embryo1_Pos10_cell228_z2","embryo1","Pos10",2,1571.59263209293,1416.23973324424,-0.762870628015513,-0.686798369007867,"embryo1_Pos10","embryo1_Pos10_2",9424,-0.785808882604547,-1.73650365820465,"Neural crest"
"embryo1_Pos10_cell229_z2","embryo1",244,106,"embryo1_Pos10_cell229_z2","embryo1","Pos10",2,1571.86688677351,1402.43083975248,-0.754023702835418,-1.13224654616145,"embryo1_Pos10","embryo1_Pos10_2",8560,3.07619638454874,0.175249253404633,"Surface ectoderm"
"embryo1_Pos10_cell23_z2","embryo1",195,115,"embryo1_Pos10_cell23_z2","embryo1","Pos10",2,1554.41325365149,1410.89063561481,-1.31704412612626,-0.859349905441206,"embryo1_Pos10","embryo1_Pos10_2",7360,-0.168110221584221,-0.466268350629366,"Neural crest"
"embryo1_Pos10_cell230_z2","embryo1",118,75,"embryo1_Pos10_cell230_z2","embryo1","Pos10",2,1571.8162003378,1391.35501261538,-0.755658749148651,-1.48953129251958,"embryo1_Pos10","embryo1_Pos10_2",4496,2.32533402142168,0.885341918274518,"Surface ectoderm"
"embryo1_Pos10_cell231_z2","embryo1",165,86,"embryo1_Pos10_cell231_z2","embryo1","Pos10",2,1571.66301350017,1401.07309820713,-0.760600260039894,-1.17604466052761,"embryo1_Pos10","embryo1_Pos10_2",4368,2.93262479402549,0.41106006102176,"Surface ectoderm"
"embryo1_Pos10_cell232_z2","embryo1",395,156,"embryo1_Pos10_cell232_z2","embryo1","Pos10",2,1572.01831054688,1409.47738018791,-0.749139064984952,-0.904938790180069,"embryo1_Pos10","embryo1_Pos10_2",11728,-0.737617847287569,-1.45171214081057,"Neural crest"
"embryo1_Pos10_cell233_z2","embryo1",351,154,"embryo1_Pos10_cell233_z2","embryo1","Pos10",2,1572.1264459251,1398.78471391403,-0.745650826977567,-1.24986350869204,"embryo1_Pos10","embryo1_Pos10_2",8672,2.56708255656585,0.612004271456554,"Surface ectoderm"
"embryo1_Pos10_cell234_z2","embryo1",197,114,"embryo1_Pos10_cell234_z2","embryo1","Pos10",2,1572.25609934228,1418.48679345286,-0.741468458681531,-0.61431255582675,"embryo1_Pos10","embryo1_Pos10_2",7488,0.129888187559252,-1.00186282080781,"Neural crest"
"embryo1_Pos10_cell235_z2","embryo1",369,125,"embryo1_Pos10_cell235_z2","embryo1","Pos10",2,1572.29389706052,1407.75529835569,-0.740249177448078,-0.960489817025788,"embryo1_Pos10","embryo1_Pos10_2",10848,-0.455937583020894,-1.58803680921552,"Neural crest"
"embryo1_Pos10_cell236_z2","embryo1",290,121,"embryo1_Pos10_cell236_z2","embryo1","Pos10",2,1572.20650386397,1411.21305655607,-0.743068312820448,-0.848949229916549,"embryo1_Pos10","embryo1_Pos10_2",7392,-0.164586400322124,-1.67876062880017,"Neural crest"
"embryo1_Pos10_cell237_z2","embryo1",529,178,"embryo1_Pos10_cell237_z2","embryo1","Pos10",2,1572.2068499445,1414.72765884195,-0.743057148932671,-0.735574962630267,"embryo1_Pos10","embryo1_Pos10_2",11936,-0.671046246666588,-1.77097881798915,"Neural crest"
"embryo1_Pos10_cell238_z2","embryo1",187,109,"embryo1_Pos10_cell238_z2","embryo1","Pos10",2,1572.34058572261,1421.5490257058,-0.738743091574193,-0.515530870248007,"embryo1_Pos10","embryo1_Pos10_2",6544,2.99607120441891,-0.573085173175908,"Surface ectoderm"
"embryo1_Pos10_cell239_z2","embryo1",371,138,"embryo1_Pos10_cell239_z2","embryo1","Pos10",2,1572.18170847707,1395.42835518973,-0.743868164010927,-1.35813314495984,"embryo1_Pos10","embryo1_Pos10_2",6160,3.20374725504957,0.271957602175233,"Surface ectoderm"
"embryo1_Pos10_cell24_z2","embryo1",739,237,"embryo1_Pos10_cell24_z2","embryo1","Pos10",2,1555.08421866891,1408.24342500046,-1.29540009330642,-0.944743796226575,"embryo1_Pos10","embryo1_Pos10_2",13488,-0.547278843662342,-1.67975062507097,"Neural crest"
"embryo1_Pos10_cell240_z2","embryo1",155,93,"embryo1_Pos10_cell240_z2","embryo1","Pos10",2,1572.0378916639,1417.55350835273,-0.748507416048781,-0.644418526798745,"embryo1_Pos10","embryo1_Pos10_2",3760,-0.15027491351182,-1.17473392540866,"Neural crest"
"embryo1_Pos10_cell241_z2","embryo1",181,97,"embryo1_Pos10_cell241_z2","embryo1","Pos10",2,1572.26764456327,1394.26806720671,-0.741096032198065,-1.39556178957342,"embryo1_Pos10","embryo1_Pos10_2",4880,2.52727846659562,0.574309891766221,"Surface ectoderm"
"embryo1_Pos10_cell242_z2","embryo1",306,132,"embryo1_Pos10_cell242_z2","embryo1","Pos10",2,1572.51938813308,1405.47543800993,-0.7329752718815,-1.03403369914703,"embryo1_Pos10","embryo1_Pos10_2",9744,3.00890803655449,-0.00325264286716516,"Surface ectoderm"
"embryo1_Pos10_cell243_z2","embryo1",130,74,"embryo1_Pos10_cell243_z2","embryo1","Pos10",2,1571.99744985885,1413.00363749015,-0.749811990405114,-0.791188554623702,"embryo1_Pos10","embryo1_Pos10_2",3808,0.193712762166097,1.62795470349936,"Neural crest"
"embryo1_Pos10_cell244_z2","embryo1",176,89,"embryo1_Pos10_cell244_z2","embryo1","Pos10",2,1572.42347957203,1412.13309656299,-0.736069096431493,-0.819270520015998,"embryo1_Pos10","embryo1_Pos10_2",5088,-0.630651796918339,-1.85356299376262,"Neural crest"
"embryo1_Pos10_cell245_z2","embryo1",273,122,"embryo1_Pos10_cell245_z2","embryo1","Pos10",2,1572.42404420348,1392.08790091445,-0.73605088251368,-1.46588973448502,"embryo1_Pos10","embryo1_Pos10_2",8352,3.05076804488915,0.238773579457409,"Surface ectoderm"
"embryo1_Pos10_cell246_z2","embryo1",271,116,"embryo1_Pos10_cell246_z2","embryo1","Pos10",2,1572.94216304242,1393.6360690139,-0.719337371580323,-1.41594882805126,"embryo1_Pos10","embryo1_Pos10_2",8976,2.93757571656811,0.355878693562519,"Surface ectoderm"
"embryo1_Pos10_cell247_z2","embryo1",395,159,"embryo1_Pos10_cell247_z2","embryo1","Pos10",2,1572.9625400056,1401.59629256109,-0.718680050187444,-1.15916742330319,"embryo1_Pos10","embryo1_Pos10_2",10272,3.26258995153625,0.32701272217603,"Surface ectoderm"
"embryo1_Pos10_cell248_z2","embryo1",253,128,"embryo1_Pos10_cell248_z2","embryo1","Pos10",2,1572.72633299736,1400.09459116117,-0.726299631098442,-1.20760940394577,"embryo1_Pos10","embryo1_Pos10_2",7472,2.8387385018588,0.272104369918192,"Surface ectoderm"
"embryo1_Pos10_cell249_z2","embryo1",196,108,"embryo1_Pos10_cell249_z2","embryo1","Pos10",2,1572.87957595685,1413.21285702767,-0.721356309824401,-0.784439537284541,"embryo1_Pos10","embryo1_Pos10_2",6976,-0.552213396811148,-1.58727189210658,"Neural crest"
"embryo1_Pos10_cell25_z2","embryo1",287,143,"embryo1_Pos10_cell25_z2","embryo1","Pos10",2,1554.42861291595,1407.30003786919,-1.31654866598246,-0.975175639170736,"embryo1_Pos10","embryo1_Pos10_2",6416,0.209639645876595,-0.592538231719423,"Neural crest"
"embryo1_Pos10_cell250_z2","embryo1",373,138,"embryo1_Pos10_cell250_z2","embryo1","Pos10",2,1573.21497463908,1402.9959647175,-0.710536997494458,-1.11401670858015,"embryo1_Pos10","embryo1_Pos10_2",8416,3.19541070783057,-0.0343901071225062,"Surface ectoderm"
"embryo1_Pos10_cell251_z2","embryo1",320,136,"embryo1_Pos10_cell251_z2","embryo1","Pos10",2,1573.02321088333,1416.53439754218,-0.716722925099148,-0.677293069074267,"embryo1_Pos10","embryo1_Pos10_2",9808,-0.194565144369831,-1.22703680991275,"Neural crest"
"embryo1_Pos10_cell252_z2","embryo1",205,103,"embryo1_Pos10_cell252_z2","embryo1","Pos10",2,1573.04107612632,1406.69247463215,-0.716146626938304,-0.994774453268874,"embryo1_Pos10","embryo1_Pos10_2",5488,2.46003509203576,-0.280856251853079,"Surface ectoderm"
"embryo1_Pos10_cell253_z2","embryo1",382,152,"embryo1_Pos10_cell253_z2","embryo1","Pos10",2,1573.16602436266,1397.17997173109,-0.712116038669159,-1.30162938556134,"embryo1_Pos10","embryo1_Pos10_2",7600,2.97689860140058,0.406526194373135,"Surface ectoderm"
"embryo1_Pos10_cell254_z2","embryo1",166,95,"embryo1_Pos10_cell254_z2","embryo1","Pos10",2,1573.09011905751,1404.27699571975,-0.714564596899848,-1.07269312786257,"embryo1_Pos10","embryo1_Pos10_2",4512,3.27434697214352,0.410434062922866,"Surface ectoderm"
"embryo1_Pos10_cell255_z2","embryo1",383,148,"embryo1_Pos10_cell255_z2","embryo1","Pos10",2,1573.77053394766,1417.90761221545,-0.692615729475811,-0.632995821549734,"embryo1_Pos10","embryo1_Pos10_2",12256,-0.544110363105647,-1.79856935568065,"Neural crest"
"embryo1_Pos10_cell256_z2","embryo1",180,94,"embryo1_Pos10_cell256_z2","embryo1","Pos10",2,1573.29447721354,1410.44093554687,-0.70797239831829,-0.873856359245558,"embryo1_Pos10","embryo1_Pos10_2",6000,0.0748398883284862,-0.428132624871127,"Neural crest"
"embryo1_Pos10_cell257_z2","embryo1",143,84,"embryo1_Pos10_cell257_z2","embryo1","Pos10",2,1573.22924804688,1395.01250106923,-0.710076564984952,-1.37154779400833,"embryo1_Pos10","embryo1_Pos10_2",4384,2.67766852219366,0.457275208440596,"Surface ectoderm"
"embryo1_Pos10_cell258_z2","embryo1",260,95,"embryo1_Pos10_cell258_z2","embryo1","Pos10",2,1573.33551171515,1408.9208017704,-0.706648704717914,-0.922892932680178,"embryo1_Pos10","embryo1_Pos10_2",8688,-0.453543748681287,-1.54542054769599,"Neural crest"
"embryo1_Pos10_cell259_z2","embryo1",260,120,"embryo1_Pos10_cell259_z2","embryo1","Pos10",2,1573.8176428408,1419.18215697448,-0.691096087761522,-0.591881474484168,"embryo1_Pos10","embryo1_Pos10_2",7376,3.2895770475476,-0.373500602110833,"Surface ectoderm"
"embryo1_Pos10_cell26_z2","embryo1",352,166,"embryo1_Pos10_cell26_z2","embryo1","Pos10",2,1554.95916605324,1401.30299396331,-1.2994340486507,-1.16862866839273,"embryo1_Pos10","embryo1_Pos10_2",11632,3.76518138824172,0.380306210541433,"Gut tube"
"embryo1_Pos10_cell260_z2","embryo1",370,148,"embryo1_Pos10_cell260_z2","embryo1","Pos10",2,1573.6503697343,1420.42789807082,-0.696491994423006,-0.551696277827929,"embryo1_Pos10","embryo1_Pos10_2",12528,3.30733052726549,-0.717168329015119,"Surface ectoderm"
"embryo1_Pos10_cell261_z2","embryo1",519,174,"embryo1_Pos10_cell261_z2","embryo1","Pos10",2,1573.86488807429,1392.62588621125,-0.68957204797146,-1.44853537007232,"embryo1_Pos10","embryo1_Pos10_2",14224,2.93981407491138,0.363068110351461,"Surface ectoderm"
"embryo1_Pos10_cell262_z2","embryo1",269,127,"embryo1_Pos10_cell262_z2","embryo1","Pos10",2,1573.71332478641,1395.77943758659,-0.694461186290368,-1.34680790635147,"embryo1_Pos10","embryo1_Pos10_2",6496,2.97431673517039,0.157103631308329,"Surface ectoderm"
"embryo1_Pos10_cell263_z2","embryo1",441,152,"embryo1_Pos10_cell263_z2","embryo1","Pos10",2,1573.58430935689,1398.83525681654,-0.698622974339258,-1.24823309248231,"embryo1_Pos10","embryo1_Pos10_2",9664,3.09335822980899,0.271112110435866,"Surface ectoderm"
"embryo1_Pos10_cell264_z2","embryo1",580,195,"embryo1_Pos10_cell264_z2","embryo1","Pos10",2,1574.47819429285,1415.14623843922,-0.66978797640499,-0.722072394976252,"embryo1_Pos10","embryo1_Pos10_2",17408,-0.371957484699189,-1.52393596994486,"Neural crest"
"embryo1_Pos10_cell265_z2","embryo1",40,35,"embryo1_Pos10_cell265_z2","embryo1","Pos10",2,1573.36043294271,1391.23550953585,-0.705844794151609,-1.49338623056909,"embryo1_Pos10","embryo1_Pos10_2",1632,0.744486573668781,-0.961699097470675,"Definitive endoderm"
"embryo1_Pos10_cell266_z2","embryo1",213,96,"embryo1_Pos10_cell266_z2","embryo1","Pos10",2,1573.81173140914,1411.62916124132,-0.691286779105319,-0.835526498134442,"embryo1_Pos10","embryo1_Pos10_2",8640,-0.312342348025625,-1.49132274243608,"Neural crest"
"embryo1_Pos10_cell267_z2","embryo1",301,131,"embryo1_Pos10_cell267_z2","embryo1","Pos10",2,1573.82125085268,1413.60975669597,-0.690979700281488,-0.771636322178011,"embryo1_Pos10","embryo1_Pos10_2",9712,-0.514955357792161,-1.49291836740562,"Neural crest"
"embryo1_Pos10_cell268_z2","embryo1",276,135,"embryo1_Pos10_cell268_z2","embryo1","Pos10",2,1573.89291367901,1400.47043668843,-0.688667996206412,-1.19548535467934,"embryo1_Pos10","embryo1_Pos10_2",7008,2.75264382823492,0.218436480360539,"Surface ectoderm"
"embryo1_Pos10_cell269_z2","embryo1",171,91,"embryo1_Pos10_cell269_z2","embryo1","Pos10",2,1573.97281224816,1421.5956240766,-0.686090623007878,-0.514027696996273,"embryo1_Pos10","embryo1_Pos10_2",5584,2.2725069579233,-4.00558437699482,"Mixed mesenchymal mesoderm"
"embryo1_Pos10_cell27_z2","embryo1",261,142,"embryo1_Pos10_cell27_z2","embryo1","Pos10",2,1554.53098249664,1404.51719848049,-1.31324642144428,-1.06494465170967,"embryo1_Pos10","embryo1_Pos10_2",6688,-0.180947834309713,-0.966146572238472,"Neural crest"
"embryo1_Pos10_cell270_z2","embryo1",241,118,"embryo1_Pos10_cell270_z2","embryo1","Pos10",2,1574.00784813133,1403.91550754856,-0.684960433228198,-1.08435403661042,"embryo1_Pos10","embryo1_Pos10_2",5920,2.90234705826149,0.11481515331772,"Surface ectoderm"
"embryo1_Pos10_cell271_z2","embryo1",435,162,"embryo1_Pos10_cell271_z2","embryo1","Pos10",2,1574.06921982599,1405.52256274789,-0.682980701142547,-1.03251354630971,"embryo1_Pos10","embryo1_Pos10_2",11472,3.25787171210916,-0.215074011801633,"Surface ectoderm"
"embryo1_Pos10_cell272_z2","embryo1",141,81,"embryo1_Pos10_cell272_z2","embryo1","Pos10",2,1574.00197004564,1407.96698783648,-0.685150048895835,-0.953661124097039,"embryo1_Pos10","embryo1_Pos10_2",4848,-0.369268106442995,-1.09016415996517,"Neural crest"
"embryo1_Pos10_cell273_z2","embryo1",159,84,"embryo1_Pos10_cell273_z2","embryo1","Pos10",2,1574.02734271987,1406.98874995879,-0.684331575533477,-0.985217184667491,"embryo1_Pos10","embryo1_Pos10_2",3792,2.68116783821993,0.432149887657772,"Surface ectoderm"
"embryo1_Pos10_cell274_z2","embryo1",290,140,"embryo1_Pos10_cell274_z2","embryo1","Pos10",2,1574.54909532614,1398.03753298656,-0.66750084629912,-1.27396611925582,"embryo1_Pos10","embryo1_Pos10_2",7792,2.79555041484194,0.400538971745534,"Surface ectoderm"
"embryo1_Pos10_cell275_z2","embryo1",121,74,"embryo1_Pos10_cell275_z2","embryo1","Pos10",2,1574.31480873819,1396.43215952196,-0.675058478168232,-1.32575236004941,"embryo1_Pos10","embryo1_Pos10_2",4976,2.55220851118067,0.822731414890375,"Surface ectoderm"
"embryo1_Pos10_cell276_z2","embryo1",274,124,"embryo1_Pos10_cell276_z2","embryo1","Pos10",2,1574.36239125529,1409.69050069254,-0.673523558261849,-0.898063935191765,"embryo1_Pos10","embryo1_Pos10_2",8032,-0.159181310404333,-1.52062471010863,"Neural crest"
"embryo1_Pos10_cell277_z2","embryo1",273,149,"embryo1_Pos10_cell277_z2","embryo1","Pos10",2,1574.28290286009,1394.64299063847,-0.676087700042423,-1.38346748532314,"embryo1_Pos10","embryo1_Pos10_2",5568,-4.65265625743084,-4.54077301678513,"Haematoendothelial progenitors"
"embryo1_Pos10_cell278_z2","embryo1",387,136,"embryo1_Pos10_cell278_z2","embryo1","Pos10",2,1574.58994053948,1416.5938178971,-0.666183258771937,-0.675376283431945,"embryo1_Pos10","embryo1_Pos10_2",10816,-0.164760055332551,-1.46974170632935,"Neural crest"
"embryo1_Pos10_cell279_z2","embryo1",130,91,"embryo1_Pos10_cell279_z2","embryo1","Pos10",2,1574.68444656999,1397.18438637093,-0.663134677142487,-1.30148697782432,"embryo1_Pos10","embryo1_Pos10_2",4672,3.46560852744965,0.84164725809931,"Surface ectoderm"
"embryo1_Pos10_cell28_z2","embryo1",343,162,"embryo1_Pos10_cell28_z2","embryo1","Pos10",2,1554.79023786272,1406.20061732701,-1.30488334511888,-1.01064081795091,"embryo1_Pos10","embryo1_Pos10_2",8960,-0.326495767427206,-1.47699481798244,"Neural crest"
"embryo1_Pos10_cell280_z2","embryo1",586,193,"embryo1_Pos10_cell280_z2","embryo1","Pos10",2,1574.90820015097,1401.82906506307,-0.655916819691484,-1.15165863291665,"embryo1_Pos10","embryo1_Pos10_2",14448,2.97069567137898,0.173371850110118,"Surface ectoderm"
"embryo1_Pos10_cell281_z2","embryo1",198,104,"embryo1_Pos10_cell281_z2","embryo1","Pos10",2,1574.82210807612,1412.52184156596,-0.658693983396276,-0.806730358629792,"embryo1_Pos10","embryo1_Pos10_2",6496,-0.288238597207094,-1.42777907131054,"Neural crest"
