"","orig.ident","nCount_RNA","nFeature_RNA","uniqueID","embryo","pos","z","x_global","y_global","x_global_affine","y_global_affine","embryo_pos","embryo_pos_z","Area","UMAP1","UMAP2","celltype_mapped_refined"
"embryo1_Pos10_cell282_z2","embryo1",55,43,"embryo1_Pos10_cell282_z2","embryo1","Pos10",2,1574.29738631338,1391.22462319428,-0.67562049187174,-1.49373740287763,"embryo1_Pos10","embryo1_Pos10_2",1696,-5.30626764705088,-4.75260741022534,"Endothelium"
"embryo1_Pos10_cell283_z2","embryo1",216,107,"embryo1_Pos10_cell283_z2","embryo1","Pos10",2,1575.05910915799,1391.62410933883,-0.651048787207174,-1.48085075305342,"embryo1_Pos10","embryo1_Pos10_2",6912,-5.43631804813356,-5.31825344197984,"Endothelium"
"embryo1_Pos10_cell284_z2","embryo1",260,128,"embryo1_Pos10_cell284_z2","embryo1","Pos10",2,1574.89614902922,1403.44760653207,-0.656305565554426,-1.0994476177877,"embryo1_Pos10","embryo1_Pos10_2",7024,2.85825523263431,0.441463277709943,"Surface ectoderm"
"embryo1_Pos10_cell285_z2","embryo1",165,96,"embryo1_Pos10_cell285_z2","embryo1","Pos10",2,1574.7141771638,1399.78652508339,-0.662175625729333,-1.21754701935792,"embryo1_Pos10","embryo1_Pos10_2",5696,3.28309265106223,0.800776287840762,"Surface ectoderm"
"embryo1_Pos10_cell286_z2","embryo1",217,108,"embryo1_Pos10_cell286_z2","embryo1","Pos10",2,1574.9514117697,1411.04779424253,-0.654522896506691,-0.854280272289031,"embryo1_Pos10","embryo1_Pos10_2",7360,-0.287540150419458,-1.17154113138057,"Neural crest"
"embryo1_Pos10_cell287_z2","embryo1",420,157,"embryo1_Pos10_cell287_z2","embryo1","Pos10",2,1575.25282401469,1413.82199233326,-0.644799920861814,-0.764790011297791,"embryo1_Pos10","embryo1_Pos10_2",8576,0.019749075092409,-0.996046507418702,"Neural crest"
"embryo1_Pos10_cell288_z2","embryo1",426,162,"embryo1_Pos10_cell288_z2","embryo1","Pos10",2,1575.10121788998,1406.96432767222,-0.64969044101376,-0.986005000363527,"embryo1_Pos10","embryo1_Pos10_2",11664,3.064861600548,0.0768770779459412,"Surface ectoderm"
"embryo1_Pos10_cell289_z2","embryo1",260,125,"embryo1_Pos10_cell289_z2","embryo1","Pos10",2,1575.35247669081,1408.42904774464,-0.641585318406484,-0.938755965769282,"embryo1_Pos10","embryo1_Pos10_2",8768,3.07426221635269,0.145733740548802,"Surface ectoderm"
"embryo1_Pos10_cell29_z2","embryo1",291,130,"embryo1_Pos10_cell29_z2","embryo1","Pos10",2,1555.0426381429,1402.8345489502,-1.29674140059693,-1.11922366881587,"embryo1_Pos10","embryo1_Pos10_2",6144,3.6370247814805,0.506171674161571,"Gut tube"
"embryo1_Pos10_cell290_z2","embryo1",565,209,"embryo1_Pos10_cell290_z2","embryo1","Pos10",2,1575.79657055706,1393.71078381285,-0.627259709817714,-1.41353867324641,"embryo1_Pos10","embryo1_Pos10_2",18656,1.59266029159801,2.98224501803206,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell291_z2","embryo1",420,180,"embryo1_Pos10_cell291_z2","embryo1","Pos10",2,1575.7272391183,1418.17850709945,-0.629496207842095,-0.624257276904281,"embryo1_Pos10","embryo1_Pos10_2",10080,3.33795612328627,-0.462690862495293,"Surface ectoderm"
"embryo1_Pos10_cell292_z2","embryo1",269,134,"embryo1_Pos10_cell292_z2","embryo1","Pos10",2,1575.21914960237,1420.47611253679,-0.645886192227103,-0.55014097247426,"embryo1_Pos10","embryo1_Pos10_2",7136,3.20374029098372,-0.698885770786838,"Surface ectoderm"
"embryo1_Pos10_cell293_z2","embryo1",201,96,"embryo1_Pos10_cell293_z2","embryo1","Pos10",2,1575.21920743316,1404.77389493316,-0.645884326717805,-1.05666412097841,"embryo1_Pos10","embryo1_Pos10_2",4432,2.92928195764391,0.627572240832809,"Surface ectoderm"
"embryo1_Pos10_cell294_z2","embryo1",370,173,"embryo1_Pos10_cell294_z2","embryo1","Pos10",2,1575.58159919041,1419.34503385622,-0.634194270032275,-0.586627381524735,"embryo1_Pos10","embryo1_Pos10_2",10144,3.37928155361486,-0.384934377850717,"Surface ectoderm"
"embryo1_Pos10_cell295_z2","embryo1",454,185,"embryo1_Pos10_cell295_z2","embryo1","Pos10",2,1575.6680739042,1395.78946757227,-0.631404763135691,-1.34648435842627,"embryo1_Pos10","embryo1_Pos10_2",17088,-4.37082650154246,-4.50176033694753,"Haematoendothelial progenitors"
"embryo1_Pos10_cell296_z2","embryo1",431,158,"embryo1_Pos10_cell296_z2","embryo1","Pos10",2,1575.81589853887,1421.46683657953,-0.626636226533392,-0.518182132385689,"embryo1_Pos10","embryo1_Pos10_2",9248,3.9778749483512,-4.92535030109954,"Cardiomyocytes"
"embryo1_Pos10_cell297_z2","embryo1",187,129,"embryo1_Pos10_cell297_z2","embryo1","Pos10",2,1575.67363732602,1398.9061371619,-0.63122529791562,-1.24594662972875,"embryo1_Pos10","embryo1_Pos10_2",7616,-2.86629240026097,-2.89344588947896,"Surface ectoderm"
"embryo1_Pos10_cell298_z2","embryo1",155,94,"embryo1_Pos10_cell298_z2","embryo1","Pos10",2,1575.5120185176,1400.31396793414,-0.636438807864693,-1.20053273384998,"embryo1_Pos10","embryo1_Pos10_2",5056,0.0485225212842706,-0.731488253728337,"Surface ectoderm"
"embryo1_Pos10_cell299_z2","embryo1",232,106,"embryo1_Pos10_cell299_z2","embryo1","Pos10",2,1575.74429997427,1392.42063090616,-0.628945857649619,-1.45515650894615,"embryo1_Pos10","embryo1_Pos10_2",5344,1.28339947010032,4.11104247688848,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell3_z2","embryo1",237,131,"embryo1_Pos10_cell3_z2","embryo1","Pos10",2,1552.71563042535,1404.75493254485,-1.37180616567939,-1.0572758109238,"embryo1_Pos10","embryo1_Pos10_2",6912,3.63692615797825,0.824531311937922,"Gut tube"
"embryo1_Pos10_cell30_z2","embryo1",231,131,"embryo1_Pos10_cell30_z2","embryo1","Pos10",2,1555.38840866916,1403.94627794113,-1.28558751265307,-1.08336144330195,"embryo1_Pos10","embryo1_Pos10_2",7376,0.123135011189027,-0.973104583195709,"Neural crest"
"embryo1_Pos10_cell300_z2","embryo1",172,94,"embryo1_Pos10_cell300_z2","embryo1","Pos10",2,1575.77756546074,1402.8727233671,-0.627872777440786,-1.11799223601233,"embryo1_Pos10","embryo1_Pos10_2",4528,2.51824857472593,0.88538043571328,"Surface ectoderm"
"embryo1_Pos10_cell301_z2","embryo1",335,143,"embryo1_Pos10_cell301_z2","embryo1","Pos10",2,1575.9803629208,1405.98707312064,-0.621330923890532,-1.01752934073697,"embryo1_Pos10","embryo1_Pos10_2",7456,2.89100333624183,0.226592132242175,"Surface ectoderm"
"embryo1_Pos10_cell302_z2","embryo1",299,129,"embryo1_Pos10_cell302_z2","embryo1","Pos10",2,1575.97867718865,1410.25546444164,-0.621385302347086,-0.879839298124232,"embryo1_Pos10","embryo1_Pos10_2",8704,3.23377940158818,-0.159700972585516,"Surface ectoderm"
"embryo1_Pos10_cell303_z2","embryo1",339,157,"embryo1_Pos10_cell303_z2","embryo1","Pos10",2,1576.41236323639,1403.79153568566,-0.607395429839464,-1.08835312896225,"embryo1_Pos10","embryo1_Pos10_2",10448,3.02170318442162,-0.00289049538804988,"Surface ectoderm"
"embryo1_Pos10_cell304_z2","embryo1",262,115,"embryo1_Pos10_cell304_z2","embryo1","Pos10",2,1576.14574864648,1409.13438701414,-0.615995900481565,-0.916003086107857,"embryo1_Pos10","embryo1_Pos10_2",7088,3.28785401567554,-0.3083662749331,"Surface ectoderm"
"embryo1_Pos10_cell305_z2","embryo1",275,134,"embryo1_Pos10_cell305_z2","embryo1","Pos10",2,1576.01963286985,1412.24482919433,-0.620064151340735,-0.815666241585802,"embryo1_Pos10","embryo1_Pos10_2",9264,-0.138708925366561,-0.976999996201885,"Neural crest"
"embryo1_Pos10_cell306_z2","embryo1",510,210,"embryo1_Pos10_cell306_z2","embryo1","Pos10",2,1576.63709206556,1397.95588288484,-0.600146112769345,-1.27659999350481,"embryo1_Pos10","embryo1_Pos10_2",12096,-4.61197661975185,-4.51625294062999,"Haematoendothelial progenitors"
"embryo1_Pos10_cell307_z2","embryo1",322,142,"embryo1_Pos10_cell307_z2","embryo1","Pos10",2,1576.25835080395,1415.91631202814,-0.612363572821344,-0.69723131146268,"embryo1_Pos10","embryo1_Pos10_2",10464,3.35869798299246,-0.347172992444911,"Surface ectoderm"
"embryo1_Pos10_cell308_z2","embryo1",161,101,"embryo1_Pos10_cell308_z2","embryo1","Pos10",2,1576.46803283691,1405.08787027995,-0.605599636274015,-1.04653588398514,"embryo1_Pos10","embryo1_Pos10_2",6144,2.27560008977262,0.715218425025216,"Surface ectoderm"
"embryo1_Pos10_cell309_z2","embryo1",186,87,"embryo1_Pos10_cell309_z2","embryo1","Pos10",2,1576.06774321057,1401.43892996652,-0.618512204865901,-1.16424363603127,"embryo1_Pos10","embryo1_Pos10_2",4032,1.59822711431098,2.9679502886382,"Surface ectoderm"
"embryo1_Pos10_cell31_z2","embryo1",289,146,"embryo1_Pos10_cell31_z2","embryo1","Pos10",2,1555.53699673617,1409.64030109599,-1.28079434920128,-0.899683277015974,"embryo1_Pos10","embryo1_Pos10_2",7248,-3.2633694899464,-3.17705564205591,"Neural crest"
"embryo1_Pos10_cell310_z2","embryo1",474,178,"embryo1_Pos10_cell310_z2","embryo1","Pos10",2,1576.90655615415,1417.23821411885,-0.591453722814791,-0.654589308536558,"embryo1_Pos10","embryo1_Pos10_2",12976,3.26581917267781,-0.362979020135518,"Surface ectoderm"
"embryo1_Pos10_cell311_z2","embryo1",292,118,"embryo1_Pos10_cell311_z2","embryo1","Pos10",2,1576.59846878052,1391.80082702637,-0.60139202519003,-1.47515018248775,"embryo1_Pos10","embryo1_Pos10_2",8192,1.46412733768432,4.45027173082396,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell312_z2","embryo1",450,177,"embryo1_Pos10_cell312_z2","embryo1","Pos10",2,1577.21667193919,1411.19831669051,-0.581449987813585,-0.84942470945095,"embryo1_Pos10","embryo1_Pos10_2",13632,3.33793508429834,-0.326540293215579,"Surface ectoderm"
"embryo1_Pos10_cell313_z2","embryo1",230,143,"embryo1_Pos10_cell313_z2","embryo1","Pos10",2,1576.72408438355,1399.60279389542,-0.59733990896305,-1.22347383187329,"embryo1_Pos10","embryo1_Pos10_2",10960,-3.89102489827101,-3.62299887070963,"Haematoendothelial progenitors"
"embryo1_Pos10_cell314_z2","embryo1",220,119,"embryo1_Pos10_cell314_z2","embryo1","Pos10",2,1576.70418362229,1414.51195371624,-0.597981869003739,-0.742533192491905,"embryo1_Pos10","embryo1_Pos10_2",7664,2.71237730953828,-0.0598807608417221,"Surface ectoderm"
"embryo1_Pos10_cell315_z2","embryo1",355,145,"embryo1_Pos10_cell315_z2","embryo1","Pos10",2,1576.85026798692,1407.64968659157,-0.593269470144833,-0.963896648126372,"embryo1_Pos10","embryo1_Pos10_2",11008,3.09237996925309,0.138817464100857,"Surface ectoderm"
"embryo1_Pos10_cell316_z2","embryo1",544,205,"embryo1_Pos10_cell316_z2","embryo1","Pos10",2,1577.41657273998,1412.90632450543,-0.575001574884638,-0.794327683163189,"embryo1_Pos10","embryo1_Pos10_2",15152,3.29493546594669,-0.5570657712655,"Surface ectoderm"
"embryo1_Pos10_cell317_z2","embryo1",578,206,"embryo1_Pos10_cell317_z2","embryo1","Pos10",2,1577.06465970553,1420.04532564603,-0.586353608254186,-0.564037323788824,"embryo1_Pos10","embryo1_Pos10_2",13312,2.75281492903336,-3.95070349500233,"Mixed mesenchymal mesoderm"
"embryo1_Pos10_cell319_z2","embryo1",187,113,"embryo1_Pos10_cell319_z2","embryo1","Pos10",2,1576.94327603382,1396.19891578031,-0.590269210567286,-1.33327635171543,"embryo1_Pos10","embryo1_Pos10_2",7968,1.5750868421997,4.86350216245821,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell32_z2","embryo1",217,112,"embryo1_Pos10_cell32_z2","embryo1","Pos10",2,1555.86029991737,1405.58073542668,-1.2703652143239,-1.03063700828402,"embryo1_Pos10","embryo1_Pos10_2",6656,-0.0680362397271234,-0.442577404373541,"Neural crest"
"embryo1_Pos10_cell320_z2","embryo1",306,146,"embryo1_Pos10_cell320_z2","embryo1","Pos10",2,1577.44761655167,1402.90401849763,-0.574000161604317,-1.11698271567293,"embryo1_Pos10","embryo1_Pos10_2",9584,-0.0678337655287704,-1.10464246832229,"Neural crest"
"embryo1_Pos10_cell321_z2","embryo1",231,121,"embryo1_Pos10_cell321_z2","embryo1","Pos10",2,1577.49389434748,1405.95701575749,-0.572507329481667,-1.01849893309676,"embryo1_Pos10","embryo1_Pos10_2",7312,2.98398135284928,0.553033767899444,"Surface ectoderm"
"embryo1_Pos10_cell322_z2","embryo1",541,200,"embryo1_Pos10_cell322_z2","embryo1","Pos10",2,1578.04088779407,1421.03038261499,-0.55486237959169,-0.53226129253207,"embryo1_Pos10","embryo1_Pos10_2",14240,4.46264356444679,-5.17871314358976,"Cardiomyocytes"
"embryo1_Pos10_cell323_z2","embryo1",200,118,"embryo1_Pos10_cell323_z2","embryo1","Pos10",2,1577.48407790045,1395.11103102545,-0.572823989063039,-1.36836940832364,"embryo1_Pos10","embryo1_Pos10_2",7376,1.64542580821973,3.94459914104078,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell324_z2","embryo1",75,49,"embryo1_Pos10_cell324_z2","embryo1","Pos10",2,1577.24304011418,1404.43034480168,-0.580599401523415,-1.06774638328402,"embryo1_Pos10","embryo1_Pos10_2",2080,-0.129978403113611,2.86180729398252,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell325_z2","embryo1",256,133,"embryo1_Pos10_cell325_z2","embryo1","Pos10",2,1577.50754590966,1418.28028185614,-0.572066956507939,-0.620974220236931,"embryo1_Pos10","embryo1_Pos10_2",5568,3.37943495313147,-0.680515273142744,"Surface ectoderm"
"embryo1_Pos10_cell326_z2","embryo1",30,28,"embryo1_Pos10_cell326_z2","embryo1","Pos10",2,1577.60138196689,1401.62380174659,-0.569039986919819,-1.15828003022257,"embryo1_Pos10","embryo1_Pos10_2",4176,-4.83654448791507,-3.96553238553145,"Blood progenitors"
"embryo1_Pos10_cell327_z2","embryo1",211,106,"embryo1_Pos10_cell327_z2","embryo1","Pos10",2,1577.73633344291,1409.76421091816,-0.564686713499803,-0.895686185978221,"embryo1_Pos10","embryo1_Pos10_2",8080,2.79067371648876,0.331385728962623,"Surface ectoderm"
"embryo1_Pos10_cell328_z2","embryo1",68,53,"embryo1_Pos10_cell328_z2","embryo1","Pos10",2,1578.05880390768,1392.82275480054,-0.554284440442828,-1.44218477041772,"embryo1_Pos10","embryo1_Pos10_2",8736,0.346212652816512,4.18866742910056,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell329_z2","embryo1",88,63,"embryo1_Pos10_cell329_z2","embryo1","Pos10",2,1577.47194233441,1393.76068595686,-0.573215458935394,-1.41192892666538,"embryo1_Pos10","embryo1_Pos10_2",5488,0.915400968547475,2.3735508103592,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell33_z2","embryo1",596,209,"embryo1_Pos10_cell33_z2","embryo1","Pos10",2,1556.73969666651,1402.5337246573,-1.24199757725489,-1.12892767826396,"embryo1_Pos10","embryo1_Pos10_2",13040,0.143091879913317,-1.51309279752551,"Neural crest"
"embryo1_Pos10_cell330_z2","embryo1",301,138,"embryo1_Pos10_cell330_z2","embryo1","Pos10",2,1578.10794639301,1408.64935732817,-0.552699198980456,-0.931649205010174,"embryo1_Pos10","embryo1_Pos10_2",10672,2.83253743561965,0.302809905740291,"Surface ectoderm"
"embryo1_Pos10_cell331_z2","embryo1",145,101,"embryo1_Pos10_cell331_z2","embryo1","Pos10",2,1577.63937851305,1397.07334612856,-0.567814291882641,-1.30506892112675,"embryo1_Pos10","embryo1_Pos10_2",4848,1.44183902707662,4.12723312482119,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell332_z2","embryo1",226,93,"embryo1_Pos10_cell332_z2","embryo1","Pos10",2,1578.13032226562,1391.57416992187,-0.551977396638179,-1.48246170198749,"embryo1_Pos10","embryo1_Pos10_2",9920,1.17970168446696,3.60321095095507,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell333_z2","embryo1",180,101,"embryo1_Pos10_cell333_z2","embryo1","Pos10",2,1577.87254084919,1407.03541874706,-0.560292926200482,-0.983711739884654,"embryo1_Pos10","embryo1_Pos10_2",6384,2.39619391978365,1.06814160493427,"Surface ectoderm"
"embryo1_Pos10_cell335_z2","embryo1",505,182,"embryo1_Pos10_cell335_z2","embryo1","Pos10",2,1578.15562864075,1399.95567122571,-0.551161061956691,-1.21209069218634,"embryo1_Pos10","embryo1_Pos10_2",11888,-5.4257332947439,-5.34226830789487,"Endothelium"
"embryo1_Pos10_cell336_z2","embryo1",199,116,"embryo1_Pos10_cell336_z2","embryo1","Pos10",2,1577.87493145579,1404.83030532211,-0.560215809858768,-1.05484443101211,"embryo1_Pos10","embryo1_Pos10_2",5072,2.5614841902284,0.78271725932869,"Surface ectoderm"
"embryo1_Pos10_cell337_z2","embryo1",113,84,"embryo1_Pos10_cell337_z2","embryo1","Pos10",2,1578.09213867187,1397.89409179688,-0.553209125468825,-1.27859325440684,"embryo1_Pos10","embryo1_Pos10_2",4960,1.04722890241507,3.7409909464238,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell338_z2","embryo1",404,174,"embryo1_Pos10_cell338_z2","embryo1","Pos10",2,1578.56575508848,1418.93648640291,-0.537931176546067,-0.59980633163142,"embryo1_Pos10","embryo1_Pos10_2",10864,2.76891823881943,-3.85076539175818,"Mixed mesenchymal mesoderm"
"embryo1_Pos10_cell339_z2","embryo1",229,95,"embryo1_Pos10_cell339_z2","embryo1","Pos10",2,1578.70684814453,1396.59254455566,-0.533379787641202,-1.32057864928462,"embryo1_Pos10","embryo1_Pos10_2",6144,1.49941745367286,5.0482821146195,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell34_z2","embryo1",608,204,"embryo1_Pos10_cell34_z2","embryo1","Pos10",2,1556.71835742187,1406.66692773437,-1.24268593998495,-0.995598546745555,"embryo1_Pos10","embryo1_Pos10_2",16000,-0.899724600748934,-1.82713978362026,"Neural crest"
"embryo1_Pos10_cell340_z2","embryo1",163,76,"embryo1_Pos10_cell340_z2","embryo1","Pos10",2,1578.80793743501,1394.90372265283,-0.530118842787047,-1.37505677518251,"embryo1_Pos10","embryo1_Pos10_2",9136,0.573588280854359,5.9613045855844,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell341_z2","embryo1",75,59,"embryo1_Pos10_cell341_z2","embryo1","Pos10",2,1578.24046812666,1402.25017834386,-0.548424304346653,-1.13807433353633,"embryo1_Pos10","embryo1_Pos10_2",2256,-4.9836497377688,-4.08737193606936,"Endothelium"
"embryo1_Pos10_cell342_z2","embryo1",137,79,"embryo1_Pos10_cell342_z2","embryo1","Pos10",2,1578.72766113281,1393.91302168997,-0.532708400922452,-1.40701487075872,"embryo1_Pos10","embryo1_Pos10_2",4864,0.268546537110123,5.59126723347553,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell343_z2","embryo1",189,114,"embryo1_Pos10_cell343_z2","embryo1","Pos10",2,1579.06721077761,1398.60046719816,-0.521755186574033,-1.25580695113962,"embryo1_Pos10","embryo1_Pos10_2",9968,1.26518975208478,3.8003291038368,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell344_z2","embryo1",146,79,"embryo1_Pos10_cell344_z2","embryo1","Pos10",2,1579.14126570054,1395.88175905344,-0.519366318092679,-1.34350721387262,"embryo1_Pos10","embryo1_Pos10_2",5792,-0.219936687327566,5.36284102186963,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell345_z2","embryo1",227,138,"embryo1_Pos10_cell345_z2","embryo1","Pos10",2,1578.8132418119,1403.32507324219,-0.529947733855138,-1.10340030455806,"embryo1_Pos10","embryo1_Pos10_2",9984,-5.16923732591434,-3.66348515316727,"Haematoendothelial progenitors"
"embryo1_Pos10_cell346_z2","embryo1",377,163,"embryo1_Pos10_cell346_z2","embryo1","Pos10",2,1578.91940911693,1411.3046241113,-0.526522982080067,-0.845995437812391,"embryo1_Pos10","embryo1_Pos10_2",12448,2.614166860185,0.37887175027337,"Surface ectoderm"
"embryo1_Pos10_cell347_z2","embryo1",277,121,"embryo1_Pos10_cell347_z2","embryo1","Pos10",2,1578.9990028059,1401.6220324879,-0.523955443726152,-1.15833710308358,"embryo1_Pos10","embryo1_Pos10_2",9088,-5.47519397326203,-5.36396638848889,"Endothelium"
"embryo1_Pos10_cell349_z2","embryo1",426,178,"embryo1_Pos10_cell349_z2","embryo1","Pos10",2,1579.52005172562,1418.10844941192,-0.507147414057755,-0.62651720230874,"embryo1_Pos10","embryo1_Pos10_2",11648,2.64435098785896,-4.16936490277888,"Mixed mesenchymal mesoderm"
"embryo1_Pos10_cell35_z2","embryo1",165,102,"embryo1_Pos10_cell35_z2","embryo1","Pos10",2,1556.26701064094,1400.73040424462,-1.25724551356355,-1.18709930447967,"embryo1_Pos10","embryo1_Pos10_2",4784,3.08851416329556,0.748250823415631,"Gut tube"
"embryo1_Pos10_cell350_z2","embryo1",617,231,"embryo1_Pos10_cell350_z2","embryo1","Pos10",2,1579.55709921041,1404.96390413729,-0.505952333903238,-1.05053479181287,"embryo1_Pos10","embryo1_Pos10_2",17232,-4.84174461084814,-5.00571924468103,"Endothelium"
"embryo1_Pos10_cell351_z2","embryo1",187,96,"embryo1_Pos10_cell351_z2","embryo1","Pos10",2,1579.12470512886,1400.49691495028,-0.519900530082353,-1.1946312172001,"embryo1_Pos10","embryo1_Pos10_2",4928,-5.10899604278405,-5.10495917317918,"Endothelium"
"embryo1_Pos10_cell352_z2","embryo1",145,83,"embryo1_Pos10_cell352_z2","embryo1","Pos10",2,1579.61439893667,1392.19051720961,-0.504103955636751,-1.46257953141536,"embryo1_Pos10","embryo1_Pos10_2",9328,0.992804157515763,5.27189391245578,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell353_z2","embryo1",305,156,"embryo1_Pos10_cell353_z2","embryo1","Pos10",2,1579.33213404605,1421.06962290981,-0.513209274688897,-0.530995476570112,"embryo1_Pos10","embryo1_Pos10_2",7296,4.58270481711274,-5.04516079932853,"Cardiomyocytes"
"embryo1_Pos10_cell354_z2","embryo1",66,45,"embryo1_Pos10_cell354_z2","embryo1","Pos10",2,1579.17550159801,1397.38453036222,-0.518261934303133,-1.29503072004101,"embryo1_Pos10","embryo1_Pos10_2",3520,0.625187298860396,4.49840900937949,"Forebrain/Midbrain/Hindbrain"
"embryo1_Pos10_cell355_z2","embryo1",217,122,"embryo1_Pos10_cell355_z2","embryo1","Pos10",2,1579.61249138327,1408.13392469618,-0.5041654896173,-0.948276064106672,"embryo1_Pos10","embryo1_Pos10_2",9792,-0.138545660584648,-1.09675176683434,"Neural crest"
"embryo1_Pos10_cell356_z2","embryo1",218,116,"embryo1_Pos10_cell356_z2","embryo1","Pos10",2,1579.5897984838,1419.7320916544,-0.504897518632369,-0.574141646099655,"embryo1_Pos10","embryo1_Pos10_2",5264,4.32758697182664,-5.15648302860624,"Cardiomyocytes"
